train/test on models/fasttext.conf
Your CPU supports instructions that this binary was not compiled to use: SSE3 SSE4.1 SSE4.2 AVX AVX2
For maximum performance, you can install NMSLIB from sources 
2022-05-17 09:08:01,292[INFO]:zensols.deeplearn.model.executor.status epoch 152/320: tr:2.3769|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:08:26,744[INFO]:zensols.deeplearn.model.executor.status epoch 153/320: tr: 2.372|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:08:52,335[INFO]:zensols.deeplearn.model.executor.status epoch 154/320: tr:2.3713|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:09:17,877[INFO]:zensols.deeplearn.model.executor.status epoch 155/320: tr:2.3769|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:09:43,479[INFO]:zensols.deeplearn.model.executor.status epoch 156/320: tr:2.3817|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:10:09,080[INFO]:zensols.deeplearn.model.executor.status epoch 157/320: tr:2.3956|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:10:40,904[INFO]:zensols.deeplearn.model.executor.status epoch 158/320: tr:2.3582|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:11:06,405[INFO]:zensols.deeplearn.model.executor.status epoch 159/320: tr:2.3689|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:11:31,892[INFO]:zensols.deeplearn.model.executor.status epoch 160/320: tr:  2.37|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:11:57,393[INFO]:zensols.deeplearn.model.executor.status epoch 161/320: tr:2.3631|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:12:23,158[INFO]:zensols.deeplearn.model.executor.status epoch 162/320: tr:2.3505|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:12:48,759[INFO]:zensols.deeplearn.model.executor.status epoch 163/320: tr:2.3818|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:13:14,493[INFO]:zensols.deeplearn.model.executor.status epoch 164/320: tr:2.3674|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:13:39,959[INFO]:zensols.deeplearn.model.executor.status epoch 165/320: tr:2.3625|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:14:05,404[INFO]:zensols.deeplearn.model.executor.status epoch 166/320: tr:2.3515|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:14:30,971[INFO]:zensols.deeplearn.model.executor.status epoch 167/320: tr: 2.365|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:14:56,690[INFO]:zensols.deeplearn.model.executor.status epoch 168/320: tr:2.3497|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:15:28,312[INFO]:zensols.deeplearn.model.executor.status epoch 169/320: tr:2.3675|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:15:53,874[INFO]:zensols.deeplearn.model.executor.status epoch 170/320: tr:2.3697|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:16:19,536[INFO]:zensols.deeplearn.model.executor.status epoch 171/320: tr:2.3669|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:16:45,239[INFO]:zensols.deeplearn.model.executor.status epoch 172/320: tr:2.3721|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:17:10,926[INFO]:zensols.deeplearn.model.executor.status epoch 173/320: tr:2.3687|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:17:36,622[INFO]:zensols.deeplearn.model.executor.status epoch 174/320: tr:2.3811|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:18:02,293[INFO]:zensols.deeplearn.model.executor.status epoch 175/320: tr:2.3563|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:18:28,014[INFO]:zensols.deeplearn.model.executor.status epoch 176/320: tr:2.3757|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:18:53,729[INFO]:zensols.deeplearn.model.executor.status epoch 177/320: tr:2.3706|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:19:19,433[INFO]:zensols.deeplearn.model.executor.status epoch 178/320: tr:2.3637|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:19:45,172[INFO]:zensols.deeplearn.model.executor.status epoch 179/320: tr:2.3488|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:20:17,192[INFO]:zensols.deeplearn.model.executor.status epoch 180/320: tr:2.3607|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:20:42,889[INFO]:zensols.deeplearn.model.executor.status epoch 181/320: tr:2.3851|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:21:08,636[INFO]:zensols.deeplearn.model.executor.status epoch 182/320: tr:2.3541|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:21:34,420[INFO]:zensols.deeplearn.model.executor.status epoch 183/320: tr:2.3595|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:22:00,128[INFO]:zensols.deeplearn.model.executor.status epoch 184/320: tr:2.3542|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:22:25,964[INFO]:zensols.deeplearn.model.executor.status epoch 185/320: tr:2.3799|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:22:51,683[INFO]:zensols.deeplearn.model.executor.status epoch 186/320: tr:2.3552|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:23:17,467[INFO]:zensols.deeplearn.model.executor.status epoch 187/320: tr:2.4018|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:23:43,243[INFO]:zensols.deeplearn.model.executor.status epoch 188/320: tr:2.3572|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:24:08,995[INFO]:zensols.deeplearn.model.executor.status epoch 189/320: tr:2.3724|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:24:34,802[INFO]:zensols.deeplearn.model.executor.status epoch 190/320: tr:2.3405|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:25:06,778[INFO]:zensols.deeplearn.model.executor.status epoch 191/320: tr: 2.379|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:25:32,558[INFO]:zensols.deeplearn.model.executor.status epoch 192/320: tr:2.3787|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:25:58,327[INFO]:zensols.deeplearn.model.executor.status epoch 193/320: tr:  2.38|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:26:24,132[INFO]:zensols.deeplearn.model.executor.status epoch 194/320: tr:2.3647|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:26:49,916[INFO]:zensols.deeplearn.model.executor.status epoch 195/320: tr:2.3814|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:27:15,877[INFO]:zensols.deeplearn.model.executor.status epoch 196/320: tr:2.3734|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:27:41,741[INFO]:zensols.deeplearn.model.executor.status epoch 197/320: tr: 2.373|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:28:07,621[INFO]:zensols.deeplearn.model.executor.status epoch 198/320: tr:2.3713|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:28:33,565[INFO]:zensols.deeplearn.model.executor.status epoch 199/320: tr:2.3402|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:28:59,458[INFO]:zensols.deeplearn.model.executor.status epoch 200/320: tr:2.3944|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:29:25,440[INFO]:zensols.deeplearn.model.executor.status epoch 201/320: tr:2.3484|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:29:57,596[INFO]:zensols.deeplearn.model.executor.status epoch 202/320: tr:2.3484|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:30:23,587[INFO]:zensols.deeplearn.model.executor.status epoch 203/320: tr:2.3915|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:30:49,508[INFO]:zensols.deeplearn.model.executor.status epoch 204/320: tr:2.3598|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:31:15,518[INFO]:zensols.deeplearn.model.executor.status epoch 205/320: tr:2.3837|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:31:41,486[INFO]:zensols.deeplearn.model.executor.status epoch 206/320: tr:2.3501|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:32:07,486[INFO]:zensols.deeplearn.model.executor.status epoch 207/320: tr:2.3607|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:32:33,469[INFO]:zensols.deeplearn.model.executor.status epoch 208/320: tr:2.3726|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:32:59,462[INFO]:zensols.deeplearn.model.executor.status epoch 209/320: tr:2.3693|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:33:25,325[INFO]:zensols.deeplearn.model.executor.status epoch 210/320: tr:2.3448|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:33:51,123[INFO]:zensols.deeplearn.model.executor.status epoch 211/320: tr:2.3755|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:34:16,981[INFO]:zensols.deeplearn.model.executor.status epoch 212/320: tr:2.3857|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:34:48,991[INFO]:zensols.deeplearn.model.executor.status epoch 213/320: tr:2.3394|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:35:14,710[INFO]:zensols.deeplearn.model.executor.status epoch 214/320: tr:2.3787|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:35:40,657[INFO]:zensols.deeplearn.model.executor.status epoch 215/320: tr:2.3492|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:36:06,429[INFO]:zensols.deeplearn.model.executor.status epoch 216/320: tr:2.3493|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:36:32,269[INFO]:zensols.deeplearn.model.executor.status epoch 217/320: tr:2.3393|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:36:58,245[INFO]:zensols.deeplearn.model.executor.status epoch 218/320: tr:2.3633|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:37:24,062[INFO]:zensols.deeplearn.model.executor.status epoch 219/320: tr:2.3539|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:37:49,940[INFO]:zensols.deeplearn.model.executor.status epoch 220/320: tr:2.3665|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:38:15,771[INFO]:zensols.deeplearn.model.executor.status epoch 221/320: tr:2.3832|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:38:41,560[INFO]:zensols.deeplearn.model.executor.status epoch 222/320: tr:2.3671|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:39:07,538[INFO]:zensols.deeplearn.model.executor.status epoch 223/320: tr:2.3678|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:39:39,442[INFO]:zensols.deeplearn.model.executor.status epoch 224/320: tr:2.3475|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:40:05,331[INFO]:zensols.deeplearn.model.executor.status epoch 225/320: tr:2.3567|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:40:31,252[INFO]:zensols.deeplearn.model.executor.status epoch 226/320: tr:2.3551|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:40:57,140[INFO]:zensols.deeplearn.model.executor.status epoch 227/320: tr:2.3763|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:41:22,935[INFO]:zensols.deeplearn.model.executor.status epoch 228/320: tr:2.3508|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:41:48,634[INFO]:zensols.deeplearn.model.executor.status epoch 229/320: tr:2.3704|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:42:14,295[INFO]:zensols.deeplearn.model.executor.status epoch 230/320: tr:2.3457|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:42:39,982[INFO]:zensols.deeplearn.model.executor.status epoch 231/320: tr:2.3561|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:43:05,762[INFO]:zensols.deeplearn.model.executor.status epoch 232/320: tr:2.3829|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:43:31,543[INFO]:zensols.deeplearn.model.executor.status epoch 233/320: tr:2.3716|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:43:57,365[INFO]:zensols.deeplearn.model.executor.status epoch 234/320: tr:2.3644|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:44:29,338[INFO]:zensols.deeplearn.model.executor.status epoch 235/320: tr:2.3487|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:44:55,100[INFO]:zensols.deeplearn.model.executor.status epoch 236/320: tr:2.4254|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:45:20,872[INFO]:zensols.deeplearn.model.executor.status epoch 237/320: tr:2.3632|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:45:46,702[INFO]:zensols.deeplearn.model.executor.status epoch 238/320: tr:2.3642|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:46:12,475[INFO]:zensols.deeplearn.model.executor.status epoch 239/320: tr:2.3623|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:46:38,391[INFO]:zensols.deeplearn.model.executor.status epoch 240/320: tr:2.3794|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:47:04,216[INFO]:zensols.deeplearn.model.executor.status epoch 241/320: tr:2.3685|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:47:30,134[INFO]:zensols.deeplearn.model.executor.status epoch 242/320: tr:2.3804|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:47:56,281[INFO]:zensols.deeplearn.model.executor.status epoch 243/320: tr:2.3634|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:48:22,310[INFO]:zensols.deeplearn.model.executor.status epoch 244/320: tr:2.3679|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:48:48,421[INFO]:zensols.deeplearn.model.executor.status epoch 245/320: tr:2.3994|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:49:20,612[INFO]:zensols.deeplearn.model.executor.status epoch 246/320: tr:2.3755|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:49:46,592[INFO]:zensols.deeplearn.model.executor.status epoch 247/320: tr:2.3746|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:50:12,639[INFO]:zensols.deeplearn.model.executor.status epoch 248/320: tr:2.3765|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:50:38,600[INFO]:zensols.deeplearn.model.executor.status epoch 249/320: tr:2.3521|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:51:04,630[INFO]:zensols.deeplearn.model.executor.status epoch 250/320: tr:2.3587|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:51:30,685[INFO]:zensols.deeplearn.model.executor.status epoch 251/320: tr:2.3817|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:51:56,670[INFO]:zensols.deeplearn.model.executor.status epoch 252/320: tr:2.3818|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:52:22,674[INFO]:zensols.deeplearn.model.executor.status epoch 253/320: tr:2.3678|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:52:48,842[INFO]:zensols.deeplearn.model.executor.status epoch 254/320: tr:2.3695|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:53:14,801[INFO]:zensols.deeplearn.model.executor.status epoch 255/320: tr:2.3702|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:53:47,029[INFO]:zensols.deeplearn.model.executor.status epoch 256/320: tr:2.3616|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:54:13,201[INFO]:zensols.deeplearn.model.executor.status epoch 257/320: tr:2.3431|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:54:39,088[INFO]:zensols.deeplearn.model.executor.status epoch 258/320: tr:2.3594|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:55:05,067[INFO]:zensols.deeplearn.model.executor.status epoch 259/320: tr:2.3412|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:55:30,988[INFO]:zensols.deeplearn.model.executor.status epoch 260/320: tr:2.3701|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:55:56,902[INFO]:zensols.deeplearn.model.executor.status epoch 261/320: tr:2.3722|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:56:22,936[INFO]:zensols.deeplearn.model.executor.status epoch 262/320: tr:2.3884|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:56:49,102[INFO]:zensols.deeplearn.model.executor.status epoch 263/320: tr:2.3555|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:57:15,211[INFO]:zensols.deeplearn.model.executor.status epoch 264/320: tr:2.3609|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:57:41,290[INFO]:zensols.deeplearn.model.executor.status epoch 265/320: tr:2.3587|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:58:07,261[INFO]:zensols.deeplearn.model.executor.status epoch 266/320: tr:2.3561|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:58:39,495[INFO]:zensols.deeplearn.model.executor.status epoch 267/320: tr:2.3589|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:59:05,518[INFO]:zensols.deeplearn.model.executor.status epoch 268/320: tr:2.3734|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:59:31,559[INFO]:zensols.deeplearn.model.executor.status epoch 269/320: tr:2.3687|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 09:59:57,938[INFO]:zensols.deeplearn.model.executor.status epoch 270/320: tr:2.3388|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 10:00:25,550[INFO]:zensols.deeplearn.model.executor.status epoch 271/320: tr:2.3618|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 10:00:52,982[INFO]:zensols.deeplearn.model.executor.status epoch 272/320: tr: 2.344|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 10:01:21,085[INFO]:zensols.deeplearn.model.executor.status epoch 273/320: tr:2.3517|va min:5.8946|va: 6.177|lr: 3e-09 /\
2022-05-17 10:01:21,086[INFO]:zensols.deeplearn.model.executor.status bad format in data/model/update.json--assume exit: Expecting value: line 1 column 1 (char 0)
2022-05-17 10:01:21,086[INFO]:zensols.deeplearn.model.executor.status final minimum validation loss: 5.894575693390586, 19 decreases
2022-05-17 10:01:24,939[INFO]:zensols.deeplearn.model.manager loaded check point from data/model/bert_sent/state.pt in 3s
./run.sh: line 66: 22595 Terminated              $HARNESS traintest --config $c
train/test on models/majorsent-fixed-crf-biobert.conf
/usr/local/python-3.9.9/lib/python3.9/multiprocessing/resource_tracker.py:216: UserWarning: resource_tracker: There appear to be 1 leaked semaphore objects to clean up at shutdown
  warnings.warn('resource_tracker: There appear to be %d '
Your CPU supports instructions that this binary was not compiled to use: SSE3 SSE4.1 SSE4.2 AVX AVX2
For maximum performance, you can install NMSLIB from sources 
pip install --no-binary :all: nmslib
./run.sh: line 66: 30801 Terminated              $HARNESS traintest --config $c
train/test on models/majorsent-fixed-crf.conf
/usr/local/python-3.9.9/lib/python3.9/multiprocessing/resource_tracker.py:216: UserWarning: resource_tracker: There appear to be 1 leaked semaphore objects to clean up at shutdown
  warnings.warn('resource_tracker: There appear to be %d '
./run.sh: line 66: 30843 Terminated              $HARNESS traintest --config $c
train/test on models/transformer-fixed.conf
./run.sh: line 66: 30845 Terminated              $HARNESS traintest --config $c
train/test on models/word2vec.conf
./run.sh: line 66: 30855 Terminated              $HARNESS traintest --config $c
nohup: ignoring input
training and testing on models/majorsent-fixed-biobert.conf...
Your CPU supports instructions that this binary was not compiled to use: SSE3 SSE4.1 SSE4.2 AVX AVX2
For maximum performance, you can install NMSLIB from sources 
pip install --no-binary :all: nmslib
2022-05-17 10:22:40,048[INFO]:zensols.deeplearn.model.executor.status resetting executor
2022-05-17 10:22:40,049[INFO]:zensols.deeplearn.model.facade training...
2022-05-17 10:22:40,077[INFO]:zensols.install.installer rename: False, path (/work/tmp/.cache/zensols/deepnlp/glove.6B.50d.txt) exists: True
2022-05-17 10:22:40,077[INFO]:zensols.install.installer rename: False, path (/work/tmp/.cache/zensols/deepnlp/glove.6B.50d.txt) exists: True
2022-05-17 10:22:40,085[INFO]:zensols.deeplearn.model.executor.status batch iteration: gpu, limit: 9223372036854775807, caching: True, cached: 0
2022-05-17 10:22:40,086[INFO]:zensols.deeplearn.model.executor.status preparing datasets using iteration: gpu
2022-05-17 10:22:40,086[INFO]:zensols.deeplearn.model.executor.status using batch limit: 9223372036854775807 for train
2022-05-17 10:22:41,002[INFO]:zensols.deeplearn.batch.stash loaded batch 11 (train) in 0s
2022-05-17 10:22:41,652[INFO]:zensols.deeplearn.batch.stash loaded batch 12 (train) in 0s
2022-05-17 10:22:42,358[INFO]:zensols.deeplearn.batch.stash loaded batch 13 (train) in 0s
2022-05-17 10:22:43,287[INFO]:zensols.deeplearn.batch.stash loaded batch 14 (train) in 0s
2022-05-17 10:22:43,927[INFO]:zensols.deeplearn.batch.stash loaded batch 15 (train) in 0s
2022-05-17 10:22:44,680[INFO]:zensols.deeplearn.batch.stash loaded batch 16 (train) in 0s
2022-05-17 10:22:45,213[INFO]:zensols.deeplearn.batch.stash loaded batch 17 (train) in 0s
2022-05-17 10:22:46,202[INFO]:zensols.deeplearn.batch.stash loaded batch 18 (train) in 0s
2022-05-17 10:22:47,094[INFO]:zensols.deeplearn.batch.stash loaded batch 19 (train) in 0s
2022-05-17 10:22:47,650[INFO]:zensols.deeplearn.batch.stash loaded batch 20 (train) in 0s
2022-05-17 10:22:48,035[INFO]:zensols.deeplearn.batch.stash loaded batch 21 (train) in 0s
2022-05-17 10:22:48,780[INFO]:zensols.deeplearn.batch.stash loaded batch 22 (train) in 0s
2022-05-17 10:22:49,445[INFO]:zensols.deeplearn.batch.stash loaded batch 23 (train) in 0s
2022-05-17 10:22:50,122[INFO]:zensols.deeplearn.batch.stash loaded batch 24 (train) in 0s
2022-05-17 10:22:50,625[INFO]:zensols.deeplearn.batch.stash loaded batch 25 (train) in 0s
2022-05-17 10:22:51,420[INFO]:zensols.deeplearn.batch.stash loaded batch 26 (train) in 0s
2022-05-17 10:22:52,337[INFO]:zensols.deeplearn.batch.stash loaded batch 27 (train) in 0s
2022-05-17 10:22:53,037[INFO]:zensols.deeplearn.batch.stash loaded batch 28 (train) in 0s
2022-05-17 10:22:53,613[INFO]:zensols.deeplearn.batch.stash loaded batch 29 (train) in 0s
2022-05-17 10:22:54,209[INFO]:zensols.deeplearn.batch.stash loaded batch 30 (train) in 0s
2022-05-17 10:22:54,833[INFO]:zensols.deeplearn.batch.stash loaded batch 31 (train) in 0s
2022-05-17 10:22:55,716[INFO]:zensols.deeplearn.batch.stash loaded batch 32 (train) in 0s
2022-05-17 10:22:56,317[INFO]:zensols.deeplearn.batch.stash loaded batch 33 (train) in 0s
2022-05-17 10:22:56,854[INFO]:zensols.deeplearn.batch.stash loaded batch 34 (train) in 0s
2022-05-17 10:22:57,392[INFO]:zensols.deeplearn.batch.stash loaded batch 35 (train) in 0s
2022-05-17 10:22:58,013[INFO]:zensols.deeplearn.batch.stash loaded batch 36 (train) in 0s
2022-05-17 10:22:59,058[INFO]:zensols.deeplearn.batch.stash loaded batch 37 (train) in 1s
2022-05-17 10:22:59,710[INFO]:zensols.deeplearn.batch.stash loaded batch 38 (train) in 0s
2022-05-17 10:23:00,252[INFO]:zensols.deeplearn.batch.stash loaded batch 39 (train) in 0s
2022-05-17 10:23:01,036[INFO]:zensols.deeplearn.batch.stash loaded batch 40 (train) in 0s
2022-05-17 10:23:01,871[INFO]:zensols.deeplearn.batch.stash loaded batch 41 (train) in 0s
2022-05-17 10:23:02,760[INFO]:zensols.deeplearn.batch.stash loaded batch 42 (train) in 0s
2022-05-17 10:23:03,628[INFO]:zensols.deeplearn.batch.stash loaded batch 43 (train) in 0s
2022-05-17 10:23:04,238[INFO]:zensols.deeplearn.batch.stash loaded batch 44 (train) in 0s
2022-05-17 10:23:04,797[INFO]:zensols.deeplearn.batch.stash loaded batch 45 (train) in 0s
2022-05-17 10:23:05,414[INFO]:zensols.deeplearn.batch.stash loaded batch 46 (train) in 0s
2022-05-17 10:23:05,919[INFO]:zensols.deeplearn.batch.stash loaded batch 47 (train) in 0s
2022-05-17 10:23:06,582[INFO]:zensols.deeplearn.batch.stash loaded batch 48 (train) in 0s
2022-05-17 10:23:07,282[INFO]:zensols.deeplearn.batch.stash loaded batch 49 (train) in 0s
2022-05-17 10:23:08,522[INFO]:zensols.deeplearn.batch.stash loaded batch 50 (train) in 1s
2022-05-17 10:23:09,325[INFO]:zensols.deeplearn.batch.stash loaded batch 51 (train) in 0s
2022-05-17 10:23:09,870[INFO]:zensols.deeplearn.batch.stash loaded batch 52 (train) in 0s
2022-05-17 10:23:10,352[INFO]:zensols.deeplearn.batch.stash loaded batch 53 (train) in 0s
2022-05-17 10:23:10,969[INFO]:zensols.deeplearn.batch.stash loaded batch 54 (train) in 0s
2022-05-17 10:23:11,707[INFO]:zensols.deeplearn.batch.stash loaded batch 55 (train) in 0s
2022-05-17 10:23:12,378[INFO]:zensols.deeplearn.batch.stash loaded batch 56 (train) in 0s
2022-05-17 10:23:13,006[INFO]:zensols.deeplearn.batch.stash loaded batch 57 (train) in 0s
2022-05-17 10:23:13,697[INFO]:zensols.deeplearn.batch.stash loaded batch 58 (train) in 0s
2022-05-17 10:23:14,932[INFO]:zensols.deeplearn.batch.stash loaded batch 59 (train) in 1s
2022-05-17 10:23:15,794[INFO]:zensols.deeplearn.batch.stash loaded batch 60 (train) in 0s
2022-05-17 10:23:16,521[INFO]:zensols.deeplearn.batch.stash loaded batch 61 (train) in 0s
2022-05-17 10:23:17,037[INFO]:zensols.deeplearn.batch.stash loaded batch 62 (train) in 0s
2022-05-17 10:23:17,588[INFO]:zensols.deeplearn.batch.stash loaded batch 63 (train) in 0s
2022-05-17 10:23:18,325[INFO]:zensols.deeplearn.batch.stash loaded batch 64 (train) in 0s
2022-05-17 10:23:18,938[INFO]:zensols.deeplearn.batch.stash loaded batch 65 (train) in 0s
2022-05-17 10:23:19,485[INFO]:zensols.deeplearn.batch.stash loaded batch 66 (train) in 0s
2022-05-17 10:23:20,041[INFO]:zensols.deeplearn.batch.stash loaded batch 67 (train) in 0s
2022-05-17 10:23:21,165[INFO]:zensols.deeplearn.batch.stash loaded batch 68 (train) in 1s
2022-05-17 10:23:21,901[INFO]:zensols.deeplearn.batch.stash loaded batch 69 (train) in 0s
